seq_id,PCR1,PCR2,PCR3,PCR4,PCR5,PCR6
000168,23,14,8,5,3,2
000169,55,46,38,31,25,20
000170,22,13,7,4,2,1
000171,73,78,82,85,86,86
000172,51,62,75,89,104,119
000173,13,3,1,0,0,0
000174,38,34,30,26,22,18
000175,46,44,41,38,34,30
000176,88,89,88,86,83,78
000177,61,66,70,73,75,76
000178,76,90,104,119,134,148
000179,89,84,78,71,64,57
000180,120,115,108,100,91,82
000181,88,85,81,76,70,63
000182,83,87,90,92,92,91
000183,57,43,32,24,17,12
000184,67,73,78,82,85,87
000185,89,102,115,127,138,148
000186,76,61,48,37,28,21
000187,126,135,142,147,150,151
000188,43,48,53,58,62,65
000189,80,83,85,85,84,82
000190,90,82,73,64,55,47
000191,72,70,66,62,57,52
000192,78,70,62,54,46,39
000193,95,101,106,109,110,110
000194,75,72,68,63,58,52
000195,54,55,55,54,52,49
000196,75,58,44,33,24,17
000197,60,57,53,49,44,39
000198,70,78,86,93,99,104
000199,63,53,44,36,29,23
000200,69,90,115,145,180,220
000201,30,27,24,21,18,15
000202,81,98,116,135,155,175
000203,84,86,87,87,85,82
000204,93,91,88,83,77,71
000205,72,66,60,53,46,40
000206,138,128,117,105,93,81
000207,81,82,82,80,77,73
000208,80,79,77,74,70,65
000209,48,56,65,74,83,92
000210,65,69,72,74,75,75
000211,128,130,130,128,124,118
000212,97,105,111,116,119,120
000213,58,61,63,64,64,63
000214,183,192,198,201,201,198
000215,65,58,51,44,37,31
000216,68,74,79,83,86,88
000217,91,96,100,102,103,102
000218,108,114,118,120,120,118
000219,99,112,125,137,148,158
000220,60,62,63,63,62,60
000221,127,121,113,104,94,84
000222,150,137,123,108,94,80
000223,73,55,41,30,22,16
000224,85,100,116,132,148,164
000225,116,110,102,94,85,76
000226,75,86,97,108,118,127
000227,116,104,92,80,68,57
000228,111,108,103,97,90,82
000229,47,38,30,24,19,14
000230,56,45,36,28,22,17
000231,99,109,118,125,131,135
000232,113,104,94,84,74,64
000233,133,123,112,100,88,77
000234,188,238,296,363,438,520
000235,62,66,69,71,72,72
000236,42,38,33,29,25,21
000237,78,52,34,22,14,9
000238,22,5,1,0,0,0
000239,12,4,1,0,0,0
000240,128,140,151,160,167,172
000241,62,61,59,56,52,48
000242,110,116,121,124,125,124
000243,87,93,98,101,103,103
000244,68,68,67,65,62,58
000245,38,29,21,15,11,8
000246,55,50,45,40,35,30
000247,66,69,71,72,72,71
000248,178,170,160,148,135,121
000249,61,65,68,70,71,71
000250,56,44,34,26,19,14
000251,81,76,70,63,56,49
000252,83,67,53,41,32,24
000253,92,84,75,66,57,49
000254,67,68,68,67,65,62
000255,68,61,53,46,39,33
000256,63,66,68,69,69,68
000257,99,98,95,91,86,80
000258,133,134,133,129,124,117
000259,122,121,118,113,107,100
000260,117,108,98,87,76,66
000261,111,114,115,114,112,108
000262,120,129,137,143,147,149
000263,45,36,28,21,16,12
000264,46,43,40,36,32,28
000265,72,67,61,55,49,43
000266,86,88,89,88,86,83
000267,63,59,55,50,45,40
000268,70,70,69,67,64,60
000269,78,70,62,54,46,39
000270,117,99,82,67,54,43
000271,46,45,43,41,38,35
000272,74,62,51,41,33,26
000273,63,65,66,66,65,63
000274,52,46,40,34,28,23
000275,65,67,68,68,67,65
000276,75,91,109,128,148,169
000277,83,89,93,96,98,98
000278,62,59,56,52,47,42
000279,159,167,172,174,174,171
000280,85,78,70,62,54,47
000281,30,28,26,23,20,17
000282,68,64,59,54,49,43
000283,69,59,50,42,34,27
000284,50,42,35,29,23,18
000285,46,48,49,49,48,47
000286,67,67,66,64,61,57
000287,58,65,71,76,80,83
000288,83,76,69,61,53,46
000289,60,53,46,39,33,27
000290,61,47,36,27,20,15
000291,60,54,48,42,36,30
000292,56,56,55,53,50,47
000293,106,83,64,49,37,27
000294,82,75,68,60,52,45
000295,83,74,65,56,47,39
000296,45,45,44,42,40,37
000297,116,115,112,108,102,95
000298,95,87,78,69,60,51
000299,35,28,22,17,13,10
000300,55,48,42,36,30,25
000301,81,77,72,66,60,54
000302,75,72,68,63,58,52
000303,107,123,139,155,170,183
000304,66,57,48,40,33,26
000305,84,79,73,66,59,52
000306,52,52,51,49,47,44
000307,71,75,78,80,81,81
000308,31,10,3,1,0,0
000309,33,30,27,24,21,18
000310,94,89,83,76,68,60
000311,86,92,97,101,103,104
000312,39,39,39,38,36,34
000313,55,58,61,63,64,64
000314,82,66,52,40,31,23
000315,121,115,107,98,89,79
000316,83,64,48,36,26,19
000317,96,87,78,68,59,50
000318,67,76,84,92,99,105
000319,164,187,210,232,252,270
000320,53,48,42,37,32,27
000321,139,147,152,155,156,154
000322,120,124,126,126,124,121
000323,105,105,103,99,94,88
000324,138,147,154,159,161,161
000325,80,69,59,49,40,32
000326,131,150,169,187,204,219
000327,65,55,46,38,31,25
000328,82,90,97,103,107,110
000329,68,74,80,85,89,91
000330,29,24,20,16,13,10
000331,162,168,171,171,169,164
000332,87,83,78,72,66,59
000333,135,128,119,109,98,87
000334,112,106,99,91,82,73
000335,136,149,160,169,176,180
000336,61,65,68,70,70,69
000337,58,56,53,50,46,42
000338,84,100,117,135,153,171
000339,88,84,79,73,66,59
000340,81,71,61,51,42,34
000341,77,69,61,53,45,38
000342,40,39,37,34,31,28
000343,110,110,108,105,100,94
000344,66,53,42,32,24,18
000345,95,96,95,93,89,84
000346,54,43,33,25,19,14
000347,76,71,65,59,53,47
000348,33,36,39,41,43,44
000349,74,86,99,112,124,136
000350,31,29,27,24,21,18
000351,41,34,28,22,17,13
000352,49,46,43,39,35,31
000353,53,30,17,9,5,3
000354,75,73,70,66,61,56
000355,50,52,53,53,52,50
000356,89,87,83,78,72,66
000357,95,99,102,103,103,101
000358,60,54,48,42,36,31
000359,74,61,49,39,30,23
000360,96,105,113,120,125,128
000361,96,123,155,192,235,283
000362,92,107,122,137,152,166
000363,41,35,29,24,19,15
000364,99,111,122,132,140,147
000365,89,80,70,61,52,44
000366,92,95,97,97,96,93
000367,90,101,112,122,131,138
000368,152,164,174,181,186,188
000369,21,8,3,1,0,0
000370,66,70,73,74,74,73
000371,77,75,72,68,63,58
000372,113,137,164,193,223,254
000373,85,80,74,67,60,53
000374,99,114,129,143,157,169
000375,150,158,164,167,168,166
000376,41,39,37,34,31,28
000377,38,31,25,20,16,12
000378,117,122,125,126,125,122
000379,76,80,82,83,83,81
000380,83,77,70,63,56,49
000381,94,83,72,61,51,42
000382,125,135,143,149,153,155
000383,44,38,32,27,22,18
000384,82,101,122,145,170,196
000385,101,113,125,136,145,153
000386,56,53,50,46,42,38
000387,67,60,53,46,39,33
000388,164,164,161,155,147,137
000389,46,41,36,31,27,23
000390,85,72,60,49,39,31
000391,54,45,37,30,24,19
000392,111,119,126,131,134,135
000393,30,27,24,21,18,15
000394,128,167,214,269,334,408
000395,80,74,67,60,53,46
000396,39,30,22,16,12,9
000397,114,115,114,111,107,101
000398,183,202,219,233,244,252
000399,87,88,87,85,82,77
000400,48,33,23,15,10,7
000401,111,107,102,95,88,80
000402,55,53,50,46,42,38
000403,100,92,83,74,65,56
000404,90,83,75,67,59,51
000405,114,107,99,90,81,71
000406,36,35,33,31,29,26
000407,27,22,18,14,11,8
000408,66,68,69,69,68,66
000409,56,60,63,65,66,66
000410,32,29,26,23,20,17
000411,45,41,37,32,28,24
000412,115,118,119,118,115,110
000413,149,138,126,113,100,87
000414,126,139,151,161,169,175
000415,54,57,59,60,60,59
000416,31,32,33,33,33,32
000417,101,97,91,84,77,69
000418,69,69,68,66,63,59
000419,113,126,138,149,158,165
000420,135,136,134,130,124,117
000421,80,85,89,91,92,92
000422,86,88,89,88,86,83
000423,111,101,90,79,68,58
000424,74,82,89,95,100,104
000425,133,133,131,127,121,114
000426,73,95,122,154,191,233
000427,67,72,76,79,81,81
000428,118,148,182,221,264,310
000429,93,96,97,97,95,92
000430,99,90,80,70,60,51
000431,71,64,56,48,41,34
000432,79,87,95,102,107,111
000433,76,39,20,10,5,2
000434,42,39,36,33,29,25
000435,57,49,41,34,28,23
000436,112,117,120,121,120,118
000437,90,113,139,169,202,238
000438,62,50,40,31,24,18
000439,92,96,98,99,98,96
000440,60,58,55,51,47,42
000441,64,65,65,64,62,59
000442,160,177,192,205,216,224
000443,35,7,1,0,0,0
000444,84,83,81,78,74,69
000445,79,110,150,201,265,344
000446,116,140,166,193,221,250
000447,36,35,33,31,29,26
000448,32,29,26,23,20,17
000449,179,179,176,170,162,152
000450,73,80,86,91,95,97
000451,88,94,99,102,104,104
000452,156,173,188,201,212,220
000453,129,115,101,87,74,62
000454,119,104,89,75,62,51
000455,121,120,117,112,106,99
000456,75,82,89,95,99,102
000457,54,59,64,68,71,73
000458,128,161,199,242,290,342
000459,157,157,154,149,142,133
000460,64,59,54,48,42,37
000461,76,77,76,74,71,67
000462,75,82,88,93,97,99
000463,108,119,129,137,144,149
000464,52,44,37,30,24,19
000465,51,46,41,36,31,26
000466,84,91,96,100,103,104
000467,142,141,138,133,126,117
000468,93,89,84,78,71,64
000469,84,76,67,58,50,42
000470,72,69,65,61,56,51
000471,88,97,105,112,118,122
000472,70,59,49,40,32,25
000473,74,71,67,62,57,51
000474,66,56,46,37,30,24
000475,75,81,86,90,93,94
000476,87,100,113,126,138,149
000477,97,108,118,127,135,141
000478,62,68,74,79,83,86
000479,96,94,91,86,80,74
000480,109,114,117,118,117,114
000481,54,54,53,51,48,45
000482,74,84,93,101,109,115
000483,53,55,56,56,55,54
000484,45,38,32,26,21,17
000485,52,32,19,11,6,3
000486,65,57,49,42,35,29
000487,28,23,18,14,11,8
000488,125,140,154,167,178,187
000489,103,113,122,129,135,139
000490,179,202,224,245,264,280
000491,79,64,51,40,31,24
000492,39,33,28,23,19,15
000493,41,43,45,46,46,46
000494,46,45,43,41,38,35
000495,87,76,65,55,46,38
000496,55,52,48,44,39,34
000497,96,91,85,78,71,63
000498,56,47,39,32,26,21
000499,78,62,48,37,28,21
000500,115,131,146,160,173,184
000501,80,80,78,75,71,66
000502,66,63,59,54,49,44
000503,114,113,110,106,100,93
000504,71,80,88,96,103,109
000505,47,38,30,24,19,15
000506,40,46,52,58,64,69
000507,68,65,61,57,52,47
000508,96,113,131,149,167,185
000509,115,125,133,140,145,147
000510,89,88,86,82,77,72
000511,75,67,59,51,44,37
000512,59,48,38,30,23,17
000513,60,61,61,60,58,55
000514,66,68,69,69,68,66
000515,75,87,99,111,122,132
000516,96,92,86,79,72,64
000517,67,91,122,161,209,267
000518,42,40,38,35,32,29
000519,43,38,33,28,24,20
000520,149,181,216,253,292,332
000521,137,140,141,140,136,131
000522,75,77,78,78,77,75
000523,98,116,135,154,173,191
000524,69,68,66,63,59,55
000525,90,85,79,72,65,58
000526,128,154,183,213,245,277
000527,64,63,61,58,55,51
000528,57,49,42,35,29,24
000529,131,152,173,194,214,233
000530,74,80,85,89,92,93
000531,73,62,51,42,34,27
000532,134,131,125,118,109,100
000533,15,4,1,0,0,0
000534,93,78,64,52,42,33
000535,38,33,28,24,20,16
000536,86,84,80,75,69,63
000537,89,90,89,87,84,79
000538,40,34,28,23,18,14
000539,83,93,102,110,117,122
000540,45,47,48,48,48,47
000541,57,56,54,52,49,45
000542,153,166,177,186,192,195
000543,62,66,69,71,72,71
000544,54,45,37,30,24,19
000545,58,47,38,30,23,18
000546,101,88,75,63,52,43
000547,62,63,63,62,60,57
000548,53,57,60,62,63,63
000549,134,138,139,138,135,130
000550,51,49,46,43,39,35
000551,73,70,66,62,57,52
000552,101,107,112,115,116,116
000553,44,41,38,35,31,27
000554,82,87,91,93,94,93
000555,185,187,186,182,175,166
000556,124,98,76,58,44,33
000557,44,41,38,35,31,27
000558,79,90,100,110,119,127
000559,102,79,60,45,33,24
000560,59,55,50,45,40,35
000561,71,65,59,52,46,40
000562,58,54,49,44,39,34
000563,41,38,35,32,28,25
000564,43,40,36,32,28,24
000565,86,92,97,101,103,104
000566,79,88,97,105,112,117
000567,112,106,98,90,81,72
000568,86,90,92,93,93,91
000569,38,38,37,36,34,32
000570,86,87,86,84,81,77
000571,63,73,83,93,102,110
000572,35,30,26,22,18,15
000573,67,65,62,58,53,48
000574,55,61,67,72,76,79
000575,49,41,34,28,22,17
000576,34,30,26,22,19,16
000577,47,39,32,26,21,17
000578,164,161,155,147,137,126
000579,99,100,99,96,92,87
000580,195,191,184,174,162,149
000581,31,26,22,18,15,12
000582,76,76,75,72,68,64
000583,111,134,159,185,212,240
000584,56,43,32,24,18,13
000585,66,68,69,69,67,65
000586,131,127,121,113,104,94
000587,151,145,137,127,116,104
000588,56,52,47,42,37,32
000589,37,37,36,35,33,31
000590,86,93,99,104,107,108
000591,53,46,39,33,27,22
000592,63,64,64,63,61,58
000593,69,85,103,122,143,165
000594,49,45,41,37,33,29
000595,72,66,60,54,47,41
000596,88,77,66,56,47,39
000597,81,67,54,43,34,26
000598,83,72,61,51,42,34
000599,90,89,86,82,77,71
000600,60,54,48,42,36,30
000601,45,41,37,32,28,24
000602,104,122,140,159,177,194
000603,46,46,45,44,42,40
000604,52,30,17,9,5,3
000605,97,105,112,118,122,124
000606,114,100,86,73,61,50
000607,55,55,54,52,50,47
000608,153,161,167,170,171,169
000609,101,119,138,157,176,194
000610,98,112,125,138,150,160
000611,42,42,41,40,38,36
000612,66,61,56,50,44,38
000613,76,85,93,100,106,111
000614,86,75,64,54,45,37
000615,46,44,41,38,35,31
000616,76,70,64,57,50,43
000617,34,37,39,41,42,43
000618,107,121,135,148,159,169
000619,86,97,108,118,127,135
000620,46,43,39,35,31,27
000621,43,42,41,39,36,33
000622,68,79,90,101,112,122
000623,29,26,23,20,17,14
000624,41,36,31,27,23,19
000625,32,35,37,39,40,40
000626,62,55,48,41,34,28
000627,77,87,96,104,111,117
000628,99,95,90,84,77,69
000629,75,78,80,81,81,79
000630,70,82,95,108,121,134
000631,44,44,43,41,39,36
000632,160,168,174,177,177,174
000633,98,88,78,68,58,49
000634,60,57,53,49,44,39
000635,197,235,275,317,359,401
000636,20,17,14,11,9,7
000637,89,90,90,88,85,81
000638,70,62,54,46,39,32
000639,76,63,52,42,33,26
000640,43,38,33,28,24,20
000641,84,84,83,81,77,72
000642,137,130,121,111,100,89
000643,59,51,43,36,29,23
000644,57,82,116,161,220,297
000645,68,72,75,77,78,78
000646,91,83,74,65,56,48
000647,51,54,56,57,57,57
000648,72,66,59,52,45,39
000649,102,104,104,102,99,95
000650,67,65,62,58,54,49
000651,96,101,105,107,107,106
000652,228,247,263,276,285,290
000653,90,83,75,67,59,51
000654,45,36,28,22,17,13
000655,175,174,170,163,154,143
000656,61,60,58,55,52,48
000657,66,60,53,46,40,34
000658,111,151,202,266,345,440
000659,105,88,72,58,46,36
000660,72,62,53,44,36,29
000661,68,67,65,62,58,54
000662,88,103,119,135,151,166
000663,64,65,65,64,62,59
000664,70,68,65,61,56,51
000665,54,49,44,39,34,29
000666,50,50,49,47,45,42
000667,45,36,28,22,17,13
000668,64,70,76,81,85,88
000669,82,91,99,106,112,116
000670,88,103,118,133,148,162
000671,115,152,198,254,321,399
000672,44,40,36,32,28,24
000673,142,153,162,168,172,173
000674,58,53,48,43,38,33
000675,95,102,108,112,115,116
000676,61,60,58,55,52,48
000677,34,29,25,21,17,14
000678,96,82,69,57,46,37
000679,83,78,72,66,59,52
000680,48,45,41,37,33,29
000681,23,19,16,13,10,8
000682,59,54,49,43,37,32
000683,58,59,59,58,56,53
000684,70,68,65,61,56,51
000685,84,82,79,75,70,64
000686,99,130,167,211,263,323
000687,54,56,57,57,56,54
000688,123,154,189,228,271,317
000689,31,26,22,18,15,12
000690,80,69,58,48,39,32
000691,33,31,28,25,22,19
000692,148,130,112,95,80,66
000693,88,85,81,76,70,63
000694,61,64,66,67,67,66
000695,38,39,39,39,38,36
000696,102,91,80,69,59,49
000697,58,50,43,36,30,24
000698,62,50,40,31,24,18
000699,54,49,44,39,34,29
000700,179,169,157,143,129,114
000701,45,33,24,17,12,8
000702,41,39,36,33,30,26
000703,174,166,156,144,131,117
000704,268,274,275,272,265,254
000705,85,81,76,70,64,57
000706,90,99,107,114,119,123
000707,155,156,154,150,144,136
000708,113,132,152,172,192,211
000709,164,158,149,138,126,113
000710,61,64,66,67,67,66
000711,102,107,110,111,111,109
000712,150,158,164,167,168,166
000713,127,154,183,214,246,279
000714,90,111,135,161,189,219
000715,33,36,38,40,41,42
000716,69,61,53,45,38,31
000717,95,67,46,31,21,14
000718,40,34,28,23,18,14
000719,143,147,149,149,146,141
000720,83,89,94,98,100,101
000721,31,30,29,27,25,23
000722,111,100,88,77,66,56
000723,65,68,70,71,71,70
000724,38,41,43,45,46,46
000725,59,54,48,42,36,31
000726,144,113,87,66,49,36
000727,79,60,45,33,24,17
000728,69,65,60,55,49,43
000729,50,58,66,74,81,88
000730,108,97,86,75,64,54
000731,46,50,54,57,59,61
000732,64,71,77,82,86,89
000733,99,117,136,155,174,193
000734,106,124,142,160,178,195
000735,68,66,63,59,54,49
000736,92,98,102,105,106,105
000737,129,136,141,144,145,143
000738,68,70,71,71,69,66
000739,52,54,55,55,54,53
000740,69,74,78,81,83,84
000741,41,40,39,37,35,32
000742,66,64,61,57,53,48
000743,83,90,96,100,103,104
000744,57,56,54,51,48,44
000745,126,118,109,99,89,78
000746,59,60,60,59,57,54
000747,100,87,74,62,51,42
000748,72,81,90,98,105,111
000749,66,64,61,57,52,47
000750,71,80,89,97,104,110
000751,72,53,38,27,19,13
000752,53,57,61,64,66,67
000753,80,81,80,78,75,71
000754,42,51,61,72,84,96
000755,41,18,8,3,1,0
000756,87,91,94,96,96,95
000757,99,119,141,164,188,212
000758,56,43,32,24,18,13
000759,65,59,53,46,40,34
000760,71,59,48,39,31,24
000761,78,90,102,114,125,135
000762,55,54,52,50,47,43
000763,54,44,36,29,23,18
000764,88,74,61,50,40,32
000765,91,81,71,61,52,43
000766,69,58,48,39,31,24
000767,153,158,160,159,156,151
000768,25,7,2,1,0,0
000769,108,112,115,116,115,112
000770,55,38,26,17,11,7
000771,137,148,157,164,168,170
000772,142,148,151,152,150,146
000773,46,40,34,29,24,20
000774,50,42,35,29,23,18
000775,106,115,123,129,134,137
000776,141,158,174,188,200,210
000777,14,3,1,0,0,0
000778,55,44,34,26,20,15
000779,99,107,114,119,122,124
000780,59,51,43,36,30,24
000781,166,169,169,166,161,154
000782,92,88,83,77,70,63
000783,130,142,152,160,166,170
000784,113,114,113,110,105,99
000785,102,100,96,91,85,78
000786,81,98,117,137,158,180
000787,25,12,6,3,1,0
000788,126,128,128,126,122,116
000789,94,119,148,181,218,259
000790,124,117,109,100,90,80
000791,75,73,70,66,61,56
000792,78,78,76,73,69,65
000793,67,77,87,97,107,116
000794,84,82,78,73,67,61
000795,55,49,43,37,31,26
000796,67,57,47,39,31,25
000797,43,43,42,41,39,37
000798,186,221,258,296,334,371
000799,165,152,137,122,107,92
000800,152,170,186,201,214,224
000801,101,115,128,141,152,162
000802,80,68,57,47,38,30
000803,96,105,113,120,125,128
000804,48,43,38,33,28,24
000805,36,38,39,39,39,38
000806,48,41,34,28,23,18
000807,98,77,59,45,33,24
000808,106,114,120,125,128,129
000809,91,112,136,162,190,219
000810,77,72,66,60,53,46
000811,61,60,58,55,52,48
000812,126,131,133,133,131,127
000813,84,81,77,72,66,60
000814,51,48,44,40,36,32
000815,104,115,125,134,141,146
000816,55,57,58,58,57,56
000817,57,47,38,31,25,20
000818,61,55,49,43,37,31
000819,50,42,34,27,21,16
000820,66,67,67,66,64,61
000821,87,97,106,114,121,127
000822,57,54,50,46,42,37
000823,188,196,201,202,200,195
000824,52,45,38,32,27,22
000825,127,154,183,215,248,282
000826,51,45,39,34,29,24
000827,121,118,113,106,98,89
000828,65,50,38,28,20,14
000829,57,48,40,32,26,20
000830,55,43,33,25,19,14
000831,54,47,40,33,27,22
000832,79,69,60,51,43,35
000833,103,95,86,77,68,59
000834,88,79,69,60,51,43
000835,52,40,30,22,16,12
000836,102,105,106,105,103,99
000837,99,97,93,88,82,75
000838,117,110,102,93,83,73
000839,55,58,60,61,61,60
000840,82,76,69,62,55,48
000841,34,13,5,2,1,0
000842,74,73,71,68,64,59
000843,158,140,122,104,88,73
000844,56,60,63,65,66,66
000845,52,45,39,33,27,22
000846,162,153,142,129,116,102
000847,50,46,42,37,32,28
000848,32,26,21,16,12,9
000849,83,100,118,138,158,179
000850,38,35,32,28,24,21
000851,57,61,64,66,67,67
000852,96,107,117,126,133,139
000853,137,163,191,220,250,279
000854,199,201,199,194,186,176
000855,81,79,76,72,67,62
000856,136,117,99,82,67,54
000857,18,14,10,7,5,4
000858,90,95,99,101,102,101
000859,116,104,92,80,68,57
000860,101,128,160,196,237,282
000861,57,49,42,35,29,24
000862,82,75,67,59,51,44
000863,93,91,87,82,76,70
000864,137,130,121,111,100,89
000865,120,127,132,135,136,135
000866,48,47,45,42,39,36
000867,85,88,90,90,89,86
000868,136,169,207,249,295,344
000869,49,42,35,29,24,19
000870,127,147,167,187,206,223
000871,13,3,1,0,0,0
000872,179,191,200,206,209,209
000873,50,56,61,66,70,73
000874,194,198,199,196,190,182
000875,81,79,76,72,67,61
000876,50,42,34,27,21,16
000877,34,29,24,20,16,13
000878,163,159,152,143,133,121
000879,45,49,53,56,58,60
000880,127,110,93,78,64,52
000881,88,84,78,72,65,58
000882,64,62,59,55,51,46
000883,132,141,148,153,156,157
000884,91,95,98,99,99,97
000885,77,79,80,79,77,74
000886,137,161,186,212,238,263
000887,109,116,121,125,127,127
000888,54,56,57,57,56,54
000889,63,64,64,63,61,58
000890,90,88,84,79,73,67
000891,66,61,56,50,44,38
000892,76,73,69,64,58,52
000893,34,27,21,16,12,9
000894,73,67,61,54,47,41
000895,23,10,4,2,1,0
000896,85,83,80,76,71,65
000897,38,33,28,24,20,16
000898,78,72,66,59,52,45
000899,48,55,62,69,75,81
000900,195,195,192,186,177,166
000901,92,78,65,53,43,34
000902,120,121,120,117,112,106
000903,31,28,25,22,19,16
000904,44,42,39,36,32,28
000905,175,162,147,132,116,101
000906,43,42,41,39,36,33
000907,274,259,241,221,199,177
000908,128,122,115,106,96,86
000909,114,131,148,164,179,193
000910,71,71,70,68,65,61
000911,18,13,9,6,4,3
000912,98,104,109,112,114,114
000913,41,13,4,1,0,0
000914,71,57,45,35,27,20
000915,36,31,26,21,17,14
000916,61,48,37,28,21,16
000917,95,121,151,186,225,268
000918,45,41,37,33,29,25
000919,172,202,233,264,295,325
000920,109,113,115,115,114,111
000921,85,66,51,39,29,21
000922,271,342,424,517,621,734
000923,26,10,4,2,1,0
000924,59,48,38,30,23,17
000925,65,62,59,55,50,45
000926,55,45,36,28,22,17
000927,64,69,73,76,78,79
