seqid,ref_seqid,edit_distance,similarity,length,exp
FS10000169:122:BPA73120-0622:1:1107:12730:3970,003013,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1107:1510:3940,001751,69,0.54,150,PCR5
FS10000169:122:BPA73120-0622:1:1107:10020:4020,001894,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1107:2430:3920,001704,80,0.4666666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1107:1110:4010,000599,55,0.5258620689655172,116,PCR5
FS10000169:122:BPA73120-0622:1:1107:10710:4010,001004,58,0.5042735042735043,117,PCR5
FS10000169:122:BPA73120-0622:1:1108:9050:1050,001936,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:8310:1170,008534,52,0.5185185185185186,108,PCR5
FS10000169:122:BPA73120-0622:1:1108:15620:1210,005249,70,0.5333333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:7240:1140,007048,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:14320:1110,010246,80,0.4666666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:15710:1420,003462,58,0.532258064516129,124,PCR5
FS10000169:122:BPA73120-0622:1:1108:3620:1600,005881,76,0.4933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:15950:1700,002876,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:8800:1740,011918,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:5360:1650,000758,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:13320:1610,006745,88,0.41333333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:5080:1830,000398,96,0.36,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:13360:2000,001882,87,0.42000000000000004,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:14160:1970,002389,76,0.4933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:12170:2160,006224,59,0.5042016806722689,119,PCR5
FS10000169:122:BPA73120-0622:1:1108:12280:2140,007978,82,0.45333333333333337,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:8440:2400,001346,81,0.45999999999999996,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:6880:2820,002880,84,0.43999999999999995,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:16450:2790,002669,81,0.45999999999999996,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:1680:2960,010157,81,0.45999999999999996,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:13020:2820,011604,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:12760:2830,009935,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:6460:3030,005752,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:4380:3120,002444,79,0.4733333333333334,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:4800:3090,009336,87,0.42000000000000004,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:8710:3080,003305,77,0.4866666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:14000:3060,004377,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:7680:3210,011222,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:13180:3450,004008,77,0.4866666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:14790:3400,010027,70,0.5333333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:15930:3420,004267,68,0.5466666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:14450:3640,003891,69,0.54,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:14310:3610,000455,58,0.4629629629629629,108,PCR5
FS10000169:122:BPA73120-0622:1:1108:6450:3680,008249,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:13920:3850,002919,85,0.43333333333333335,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:7660:3800,000890,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:9140:3810,009923,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:5350:4010,002084,52,0.5185185185185186,108,PCR5
FS10000169:122:BPA73120-0622:1:1108:13230:3990,000364,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1108:16430:4070,005880,80,0.4666666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:2940:1060,008080,81,0.45999999999999996,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:7110:1280,002905,76,0.4933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:12420:1370,000312,77,0.4866666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:15410:1720,006182,76,0.4933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:8210:1700,003195,49,0.5462962962962963,108,PCR5
FS10000169:122:BPA73120-0622:1:1109:4160:1670,007753,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:8380:1770,001652,69,0.54,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:10390:1900,002663,76,0.4933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:6480:1820,006259,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:14110:1930,001220,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:16320:2010,008424,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:6160:2210,004171,69,0.54,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:4490:2290,006491,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:16310:2220,004377,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:13010:2330,005680,76,0.4933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:15020:2290,001005,83,0.44666666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:6350:2300,003189,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:11680:2440,001510,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:12880:2440,006460,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:5450:2520,003930,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:2780:2590,011108,84,0.43999999999999995,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:2780:2770,009937,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:1460:2960,001346,77,0.4866666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:4810:2960,003489,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:5170:2960,011463,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:14810:3120,002727,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:6600:3200,005299,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:13000:3140,008574,78,0.48,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:3790:3240,000890,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:15190:3340,005299,69,0.54,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:15390:3350,006745,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:12840:3310,000858,91,0.3933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:3710:3590,004579,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:5900:3650,011365,78,0.48,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:16170:3630,001075,97,0.3533333333333334,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:11700:3610,002498,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:8310:3840,006134,85,0.43333333333333335,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:15840:3900,009767,76,0.3613445378151261,119,PCR5
FS10000169:122:BPA73120-0622:1:1110:9990:1030,001204,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1109:13200:4020,003981,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:3890:1080,001751,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:7270:1020,009301,76,0.4933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:3500:1070,011503,84,0.43999999999999995,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:7420:1200,003598,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:5430:1370,006284,54,0.5,108,PCR5
FS10000169:122:BPA73120-0622:1:1110:11880:1400,010282,77,0.4866666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:13480:1610,010983,83,0.44666666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:16400:1700,008764,86,0.42666666666666664,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:7440:1680,000730,83,0.44666666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:5800:1770,000306,81,0.45999999999999996,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:14660:1950,004008,81,0.45999999999999996,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:1040:1980,002094,94,0.3733333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:8640:1920,002826,91,0.3933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:6440:2440,010618,49,0.5462962962962963,108,PCR5
FS10000169:122:BPA73120-0622:1:1110:15480:2490,001852,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:1700:2400,000890,81,0.45999999999999996,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:7730:2570,003352,77,0.4866666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:16000:2700,000890,84,0.43999999999999995,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:16000:2720,006134,80,0.4666666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:9430:2740,009091,48,0.5555555555555556,108,PCR5
FS10000169:122:BPA73120-0622:1:1110:11100:2660,001872,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:16400:2790,004827,84,0.43999999999999995,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:1040:3070,004137,78,0.48,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:11180:3090,001302,89,0.4066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:14950:3330,005698,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:8100:3340,011333,78,0.48,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:11440:3220,004493,50,0.537037037037037,108,PCR5
FS10000169:122:BPA73120-0622:1:1110:4380:3400,001967,78,0.48,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:6770:3360,005018,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:6400:3520,000429,87,0.42000000000000004,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:1380:3660,004008,77,0.4866666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:13180:3670,003539,70,0.5333333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:15930:3580,000707,51,0.5277777777777778,108,PCR5
FS10000169:122:BPA73120-0622:1:1110:6780:3710,006892,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:5610:3690,009354,85,0.43333333333333335,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:16110:3900,008992,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:9410:3880,000067,64,0.5733333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1110:8680:4060,009858,51,0.5277777777777778,108,PCR5
FS10000169:122:BPA73120-0622:1:1111:3630:1160,007304,97,0.10185185185185186,11,PCR5
FS10000169:122:BPA73120-0622:1:1111:5120:1120,006992,80,0.4666666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:5190:1130,004642,48,0.5555555555555556,105,PCR5
FS10000169:122:BPA73120-0622:1:1111:15780:1180,003761,82,0.45333333333333337,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:7070:1420,002743,68,0.5466666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:6990:1260,003649,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:10410:1540,005874,60,0.4915254237288136,118,PCR5
FS10000169:122:BPA73120-0622:1:1111:9110:1600,001049,50,0.537037037037037,108,PCR5
FS10000169:122:BPA73120-0622:1:1111:10440:1460,004537,70,0.5333333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:3190:1630,001824,57,0.5169491525423728,118,PCR5
FS10000169:122:BPA73120-0622:1:1111:11270:1880,004372,97,0.3533333333333334,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:14200:1900,004008,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:1650:2000,011934,70,0.5333333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:12830:2010,000189,61,0.4916666666666667,120,PCR5
FS10000169:122:BPA73120-0622:1:1111:7540:2020,000073,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:7670:2020,000156,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:8380:2160,007753,69,0.54,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:7740:2040,009937,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:5790:2210,000107,76,0.4933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:6330:2350,002605,89,0.17592592592592593,19,PCR5
FS10000169:122:BPA73120-0622:1:1111:3710:2320,005191,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:12380:2310,003193,54,0.5045871559633027,109,PCR5
FS10000169:122:BPA73120-0622:1:1111:10840:2440,001166,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:14800:2380,009935,80,0.4666666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:1690:2530,010419,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:15890:2580,007818,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:1220:2730,009618,76,0.4933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:8120:2690,005085,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:16120:2770,005600,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:14570:2900,004446,79,0.4733333333333334,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:3320:3140,001007,70,0.5333333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:12890:3140,009640,57,0.5128205128205128,117,PCR5
FS10000169:122:BPA73120-0622:1:1111:11250:3450,003475,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:10530:3380,010775,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:1320:3750,006889,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:13610:3720,006878,67,0.5533333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:16480:4020,004377,80,0.4666666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:15620:4060,007107,56,0.4814814814814815,108,PCR5
FS10000169:122:BPA73120-0622:1:1111:3550:4050,002486,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1111:10070:4060,001756,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:1310:1060,001741,77,0.4866666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:11750:1290,009119,100,0.33333333333333337,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:4020:1290,003934,79,0.4733333333333334,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:12200:1430,006976,85,0.43333333333333335,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:5260:1720,008675,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:13860:1670,002309,55,0.5378151260504201,119,PCR5
FS10000169:122:BPA73120-0622:1:1112:4410:1880,006976,90,0.4,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:14920:1890,009472,76,0.4933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:9500:2020,005815,69,0.54,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:4050:2160,001858,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:15780:2380,000890,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:5370:2360,000745,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:1960:2350,009175,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:1440:2480,001516,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:12080:2480,008134,53,0.5092592592592593,108,PCR5
FS10000169:122:BPA73120-0622:1:1112:10340:2550,002466,84,0.43999999999999995,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:11610:2540,009304,54,0.5423728813559322,118,PCR5
FS10000169:122:BPA73120-0622:1:1112:5210:2610,004932,68,0.5466666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:14500:2630,000278,87,0.42000000000000004,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:5450:2820,004149,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:16370:2850,002629,67,0.5533333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:8390:2870,002631,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:2490:3140,003055,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:6990:3180,002091,55,0.5338983050847458,118,PCR5
FS10000169:122:BPA73120-0622:1:1112:8090:3070,000425,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:6730:3290,003098,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:16130:3340,000462,77,0.4866666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:9630:3410,004731,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:16380:3660,001300,76,0.4933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:7800:3550,001130,55,0.4907407407407407,108,PCR5
FS10000169:122:BPA73120-0622:1:1112:9640:3810,000890,85,0.43333333333333335,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:15250:3920,008280,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1112:16100:4030,002925,85,0.43333333333333335,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:16130:1080,000890,78,0.48,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:2850:1290,003551,87,0.19444444444444442,21,PCR5
FS10000169:122:BPA73120-0622:1:1113:15280:1280,000267,78,0.48,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:11880:1510,009572,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:9790:1680,010897,77,0.4866666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:9150:1880,003944,78,0.48,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:4630:1960,007352,91,0.3933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:15790:1840,006795,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:13410:1950,000890,81,0.45999999999999996,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:8260:2020,004807,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:12970:2280,011279,54,0.5,108,PCR5
FS10000169:122:BPA73120-0622:1:1113:1530:2290,002263,84,0.43999999999999995,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:4940:2260,000580,83,0.44666666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:15570:2450,003966,83,0.44666666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:8440:2440,007164,52,0.5185185185185186,108,PCR5
FS10000169:122:BPA73120-0622:1:1113:2000:2520,007558,55,0.56,125,PCR5
FS10000169:122:BPA73120-0622:1:1113:1850:2530,006053,48,0.5555555555555556,107,PCR5
FS10000169:122:BPA73120-0622:1:1113:14860:2700,004008,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:2570:2700,011652,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:9580:2740,004008,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:8590:2750,003275,70,0.5333333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:14520:2930,003286,80,0.4666666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:1380:2880,000010,76,0.4933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:7840:2980,000508,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:2610:2970,005018,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:13120:3080,000067,70,0.5333333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:3330:3220,001868,79,0.4733333333333334,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:10820:3180,002220,70,0.5333333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:10910:3320,009317,95,0.3666666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:16010:3300,005670,83,0.44666666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:7730:3230,003140,78,0.48,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:6500:3520,009514,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:1500:3580,000312,78,0.48,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:4620:3690,003659,85,0.2129629629629629,23,PCR5
FS10000169:122:BPA73120-0622:1:1113:7990:3630,001130,54,0.5,107,PCR5
FS10000169:122:BPA73120-0622:1:1113:5740:3640,001969,80,0.4666666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:4600:3790,003659,86,0.20370370370370372,22,PCR5
FS10000169:122:BPA73120-0622:1:1113:4590:3780,003659,86,0.20370370370370372,22,PCR5
FS10000169:122:BPA73120-0622:1:1113:3050:4020,006745,82,0.45333333333333337,150,PCR5
FS10000169:122:BPA73120-0622:1:1113:12490:3940,005600,80,0.4666666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:14940:1000,001296,48,0.5555555555555556,108,PCR5
FS10000169:122:BPA73120-0622:1:1114:14650:1100,002726,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:2760:1220,000331,79,0.4733333333333334,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:9710:1230,005465,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:1730:1310,006134,76,0.4933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:7150:1670,004952,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:14510:1850,009472,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:15150:1850,007091,83,0.44666666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:6050:1980,004827,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:8920:1980,002256,52,0.5185185185185186,108,PCR5
FS10000169:122:BPA73120-0622:1:1114:14680:1950,000267,81,0.352,125,PCR5
FS10000169:122:BPA73120-0622:1:1114:15800:2110,001572,79,0.4733333333333334,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:8260:2140,000074,96,0.11111111111111116,12,PCR5
FS10000169:122:BPA73120-0622:1:1114:5860:2300,000745,81,0.45999999999999996,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:4030:2310,011918,79,0.4733333333333334,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:13670:2430,000116,79,0.4733333333333334,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:14190:2450,007125,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:9240:2570,008423,76,0.4933333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:13090:2580,002572,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:16130:2540,004518,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:15670:2680,009935,80,0.4666666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:15490:2600,006187,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:4860:2770,004828,58,0.5042735042735043,117,PCR5
FS10000169:122:BPA73120-0622:1:1114:8640:2920,004934,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:1310:3060,002598,81,0.45999999999999996,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:11350:3060,000312,78,0.48,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:16020:3010,006413,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:14780:3160,001081,69,0.54,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:5870:3370,005734,86,0.42666666666666664,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:3510:3390,000429,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:12820:3570,002544,69,0.54,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:1650:3680,000580,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:13640:3640,002925,77,0.4866666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:8060:3700,001748,51,0.5277777777777778,94,PCR5
FS10000169:122:BPA73120-0622:1:1114:14730:3780,005087,72,0.52,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:2030:3910,003761,77,0.4866666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1114:9980:3990,001643,80,0.4666666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1115:8250:1040,004779,77,0.4866666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1115:7700:1050,001847,99,0.33999999999999997,150,PCR5
FS10000169:122:BPA73120-0622:1:1115:8940:1020,000587,79,0.4733333333333334,150,PCR5
FS10000169:122:BPA73120-0622:1:1115:10780:1110,004008,78,0.48,150,PCR5
FS10000169:122:BPA73120-0622:1:1115:12130:1080,005120,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1115:14850:1060,001579,74,0.5066666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1115:2830:1170,006053,51,0.5277777777777778,107,PCR5
FS10000169:122:BPA73120-0622:1:1115:15770:1280,004372,77,0.4866666666666667,150,PCR5
FS10000169:122:BPA73120-0622:1:1115:10410:1370,004377,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1115:16160:1370,009861,71,0.5266666666666666,150,PCR5
FS10000169:122:BPA73120-0622:1:1115:11990:1510,004974,55,0.5299145299145299,117,PCR5
FS10000169:122:BPA73120-0622:1:1115:14370:1770,000595,78,0.48,150,PCR5
FS10000169:122:BPA73120-0622:1:1115:7010:1730,009817,73,0.5133333333333333,150,PCR5
FS10000169:122:BPA73120-0622:1:1115:9810:1700,000312,75,0.5,150,PCR5
FS10000169:122:BPA73120-0622:1:1115:13480:1910,010651,56,0.5254237288135593,118,PCR5
FS10000169:122:BPA73120-0622:1:1115:4940:2300,003352,78,0.48,150,PCR5
FS10000169:122:BPA73120-0622:1:1115:5760:2250,007091,55,0.5175438596491229,114,PCR5
FS10000169:122:BPA73120-0622:1:1115:5360:2440,001758,70,0.5333333333333333,150,PCR5
